


.DATE		Jul. 93
.STYLE		PRINTED
.WRITER_ID	ktum
	60 60
	56 60
	53 60
	51 57
	50 54
	50 51
	49 48
	49 45
	48 42
	48 38
	48 35
	47 32
	47 29
	47 25
	46 22
	46 19
	46 16
	45 13
	43 10
	41 7
	39 4
	36 2
	33 1
	30 0
	33 2
	36 2
	39 4
	42 4
	45 5
	49 7
	52 7
	55 7
	58 5
	61 4
	64 1
	67 0
	70 0
	73 0
	76 0
	79 0
	81 1
.PEN_UP
.PEN_DOWN
	12 44
	13 47
	15 50
	16 53
	19 54
	22 56
	25 57
	28 58
	31 58
	34 58
	36 55
	37 52
	38 49
	38 46
	37 43
	36 39
	34 36
	32 32
	30 28
	28 24
	27 21
	25 17
	23 13
	22 10
	21 6
	21 3
	19 0
	19 3
	23 6
	25 11
	28 14
	30 18
	31 22
	33 26
	36 31
	39 35
	41 38
	44 40
	45 43
	48 45
	51 48
	54 48
	56 45
	56 42
	54 39
	53 35
	52 32
	51 28
	50 25
	49 22
	48 16
	47 13
	45 9
	43 6
	43 3
	43 0
	43 3
	44 6
	46 11
	49 15
	50 18
	52 21
	54 24
	55 28
	57 31
	60 33
	61 36
	64 37
	67 39
	69 36
	69 33
	69 30
	69 27
	68 24
	68 21
	67 18
	66 15
	66 12
	65 9
	65 6
	66 3
	69 2
	73 0
	76 0
	78 3
	79 3
.PEN_UP
.PEN_DOWN
	18 53
	18 56
	21 58
	25 59
	29 60
	33 60
	36 60
	39 58
	39 55
	39 52
	39 48
	37 45
	35 39
	34 36
	32 32
	30 28
	28 24
	27 21
	25 16
	23 12
	22 9
	21 6
	20 3
	21 6
	23 10
	25 15
	27 19
	30 22
	33 25
	35 29
	36 33
	39 35
	41 40
	44 43
	46 46
	48 49
	51 48
	52 45
	52 42
	52 38
	52 35
	50 32
	49 29
	48 26
	48 23
	48 20
	48 17
	48 14
	47 11
	47 8
	48 5
	49 2
	53 1
	56 0
	59 0
	62 1
	65 4
	68 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 62
	39 59
	37 54
	37 51
	36 48
	35 45
	33 42
	30 36
	30 33
	26 27
	26 24
	24 20
	23 17
	21 14
	20 9
	19 4
	17 0
	15 3
	17 7
	19 11
	20 14
	22 19
	24 22
	27 27
	29 30
	32 34
	33 37
	36 39
	38 44
	40 48
	43 52
	46 55
	49 58
	52 60
	55 59
	58 59
	61 56
	63 53
	64 50
	64 47
	64 44
	64 41
	61 36
	58 34
	54 31
	51 30
	46 29
	43 29
	40 29
	37 30
	37 31
.PEN_UP
.PEN_DOWN
	32 1
	35 1
	39 3
	42 4
	45 5
	48 7
	51 9
	53 12
	55 15
	57 18
	58 21
	59 25
	61 28
	62 32
	63 36
	64 39
	64 43
	64 46
	64 49
	64 53
	63 57
	63 60
	61 63
	61 66
	59 69
	57 72
	52 77
	48 77
	45 77
	41 76
	38 74
	32 68
	30 65
	27 62
	26 59
	25 56
	23 53
	22 48
	22 45
	21 41
	21 38
	21 35
	21 30
	21 27
	21 24
	21 21
	23 18
	23 14
	24 11
	25 8
	26 5
	28 2
	32 0
	35 0
	38 0
	41 0
	44 1
	47 2
	50 4
	52 7
	52 10
	52 13
	52 16
	52 19
	51 22
	50 25
	46 27
	43 26
	40 24
	38 21
	37 18
	37 14
	38 11
	39 8
	42 6
	45 4
	48 4
	51 3
	54 2
	57 2
	60 2
	63 1
	66 2
	69 4
	72 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 14
	27 14
	32 16
	37 20
	41 22
	43 26
	47 29
	50 33
	51 37
	53 40
	55 43
	56 47
	57 51
	58 55
	58 58
	58 61
	58 64
	55 66
	52 67
	49 67
	47 64
	45 61
	44 57
	42 54
	42 50
	41 46
	40 43
	40 39
	39 36
	39 33
	38 30
	37 26
	37 23
	36 20
	36 16
	36 13
	36 10
	35 7
	33 4
	30 2
	27 1
	23 0
	20 1
	17 3
	14 5
	12 9
	13 12
	15 15
	18 17
	21 18
	24 18
	27 17
	30 16
	33 14
	36 12
	42 9
	45 7
	48 7
	51 6
	54 6
	58 6
	61 6
	65 6
	68 7
	70 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 50
	18 52
	21 54
	24 55
	26 58
	29 59
	32 60
	35 61
	38 61
	39 58
	39 55
	39 52
	38 47
	38 44
	37 41
	35 38
	34 33
	33 30
	33 27
	32 24
	32 21
	32 18
	32 15
	32 12
	33 8
	34 5
	37 3
	40 1
	43 0
	46 0
	49 2
	52 6
	54 9
	55 12
	57 15
	58 19
	59 23
	60 26
	60 29
	60 32
	61 36
	61 39
	61 42
	61 45
	61 48
	61 52
	64 53
	67 53
	70 53
	73 51
	76 51
	79 50
	82 49
	86 47
	87 44
	90 41
	91 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 67
	20 70
	22 73
	25 76
	26 79
	30 82
	33 83
	36 85
	39 87
	42 88
	42 85
	42 82
	41 79
	39 76
	38 73
	37 70
	35 67
	34 63
	33 60
	33 57
	33 54
	33 51
	33 48
	33 45
	34 42
	37 40
	41 41
	43 44
	46 46
	47 49
	50 52
	51 55
	54 58
	56 61
	57 64
	61 68
	62 71
	64 75
	66 78
	66 81
	66 84
	64 81
	63 77
	61 74
	60 70
	57 67
	56 64
	55 61
	54 56
	54 53
	54 50
	53 47
	53 43
	52 40
	52 37
	50 34
	49 31
	48 28
	46 25
	46 22
	45 19
	44 16
	43 13
	41 10
	39 7
	38 4
	37 1
	34 0
	31 0
	28 0
	26 4
	27 8
	29 11
	30 14
	33 16
	36 18
	39 19
	43 19
	46 20
	50 21
	53 22
	56 24
	58 27
	61 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	55 54
	53 57
	51 60
	49 63
	46 64
	43 65
	39 65
	36 64
	33 62
	30 60
	28 56
	26 53
	25 50
	24 47
	22 43
	20 39
	18 35
	17 32
	16 28
	15 25
	14 21
	14 18
	14 15
	14 11
	14 8
	15 5
	16 2
	19 0
	23 0
	27 4
	30 6
	33 10
	36 13
	39 16
	42 20
	44 23
	44 26
	46 30
	48 35
	49 39
	51 43
	51 46
	52 49
	53 53
	55 57
	56 60
	53 58
	53 55
	51 52
	51 46
	49 43
	47 39
	47 35
	47 31
	47 28
	47 24
	47 21
	47 18
	47 15
	49 12
	49 9
	52 7
	55 5
	58 6
	59 9
	59 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 51
	63 51
	66 51
	69 51
	67 54
	64 57
	61 58
	58 59
	52 60
	48 59
	44 59
	40 57
	37 56
	33 54
	28 48
	25 45
	24 41
	23 37
	23 33
	23 30
	21 27
	21 23
	21 20
	21 16
	21 12
	21 9
	23 6
	26 3
	29 1
	32 0
	36 0
	39 0
	44 1
	47 2
	48 3
.PEN_UP
.PEN_DOWN
	17 0
	17 3
	19 6
	22 8
	22 11
	26 13
	28 16
	30 19
	32 22
	35 25
	36 28
	38 31
	42 36
	44 39
	47 43
	50 47
	52 50
	54 54
	54 57
	55 60
	56 63
	57 66
	59 69
	61 72
	62 75
	62 72
	62 69
	62 66
	63 63
	63 60
	63 57
	63 54
	63 51
	63 47
	63 44
	62 41
	61 38
	61 35
	60 31
	59 28
	57 25
	56 22
	56 19
	54 16
	52 13
	49 11
	47 8
	44 8
	41 7
	38 6
	35 5
	33 8
	31 11
	34 13
	37 13
	40 13
	43 13
	47 13
	51 11
	55 9
	58 8
	61 7
	64 7
	67 7
	69 8
.PEN_UP
.PEN_DOWN
	64 48
	68 50
	69 53
	69 56
	66 57
	63 58
	59 57
	56 56
	53 54
	50 53
	48 50
	46 47
	43 44
	40 41
	37 39
	34 37
	33 34
	36 31
	39 31
	42 31
	47 30
	51 32
	54 33
	58 34
	61 37
	59 34
	56 34
	53 33
	49 32
	47 29
	45 25
	44 22
	42 19
	40 16
	38 13
	37 10
	37 7
	39 4
	42 2
	45 1
	48 1
	51 0
	54 2
	58 3
	61 5
	64 6
	67 6
	67 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	69 104
	68 107
	68 110
	66 113
	62 114
	59 115
	56 115
	53 114
	49 111
	46 107
	43 104
	41 99
	40 95
	37 91
	35 87
	33 83
	31 78
	29 74
	27 70
	24 67
	24 64
	23 59
	23 56
	24 53
	27 51
	30 51
	33 51
	37 51
	40 52
	44 53
	47 54
	50 56
	52 59
	54 62
	57 65
	59 68
	62 71
	62 74
	65 77
	65 80
	66 83
	68 87
	69 91
	71 94
	72 97
	74 100
	74 103
	75 106
	76 109
	76 112
	73 110
	72 106
	71 103
	70 100
	69 97
	69 93
	67 87
	67 84
	66 80
	65 77
	65 72
	65 68
	64 64
	64 61
	63 58
	62 54
	61 50
	60 47
	59 44
	57 40
	57 36
	56 32
	55 29
	54 25
	54 22
	52 19
	51 16
	50 13
	48 10
	45 8
	41 5
	38 2
	35 0
	34 3
	33 6
	32 9
	31 12
	30 15
	30 18
	33 20
	36 22
	39 24
	43 26
	47 28
	50 29
	53 29
	58 30
	62 32
	66 33
	72 35
	76 37
	79 38
	83 41
	87 43
	91 46
.PEN_UP
.PEN_DOWN
	27 75
	28 72
	30 69
	30 65
	31 62
	31 57
	32 53
	32 50
	32 46
	32 43
	32 40
	32 36
	31 32
	30 29
	29 26
	29 23
	27 20
	24 17
	23 14
	20 11
	18 8
	17 5
	14 2
	11 2
	8 2
	10 2
.PEN_UP
.PEN_DOWN
	67 70
	67 67
	66 64
	66 61
	65 57
	65 54
	63 49
	63 46
	61 42
	61 39
	59 35
	58 32
	57 29
	56 26
	55 23
	54 20
	53 17
	51 14
	48 11
	45 9
	42 6
	40 3
	38 0
	35 0
	31 1
	29 4
	29 7
	29 10
	32 12
	35 13
	38 13
	42 11
	45 8
	48 7
	51 7
	54 7
	57 5
	60 4
	63 3
	66 3
	69 4
	72 6
	72 7
.PEN_UP
.PEN_DOWN
	57 25
	54 25
	51 26
	48 26
	45 28
	42 29
	39 31
	36 33
	33 35
	31 38
	30 41
	30 44
	30 47
	29 50
	29 53
	29 56
	29 59
	29 62
	30 65
	31 68
	34 72
	37 73
	38 76
	41 77
	44 77
	47 77
	50 77
	53 77
	55 74
	58 72
	61 69
	63 66
	64 63
	65 60
	67 57
	67 54
	66 51
	66 48
	66 45
	66 42
	66 39
	66 36
	66 33
	66 30
	64 27
	62 24
	61 21
	59 18
	56 17
	54 14
	51 13
	49 10
	46 8
	44 5
	41 4
	38 2
	38 0
.PEN_UP
.PEN_DOWN
	49 21
	46 24
	45 27
	45 30
	43 33
	43 36
	45 40
	46 44
	46 48
	48 52
	49 55
	49 58
	50 62
	50 65
	51 68
	52 71
	53 74
	56 76
	57 79
	58 83
	60 80
	61 77
	62 74
	62 71
	62 68
	62 64
	62 61
	62 58
	62 55
	62 52
	61 49
	61 46
	59 43
	59 40
	58 37
	57 34
	56 30
	54 27
	53 24
	51 21
	50 18
	48 15
	46 12
	46 9
	43 8
	43 5
	40 3
	37 0
	34 0
	32 3
	32 6
	32 9
	35 11
	38 13
	41 14
	44 15
	47 17
	50 19
	53 20
	56 22
	61 23
	65 25
	69 26
	73 27
	76 28
	79 28
	82 29
	85 29
	89 31
	92 32
.PEN_UP
.PEN_DOWN
	22 75
	22 72
	24 69
	25 66
	26 63
	28 60
	28 57
	27 54
	27 51
	27 46
	27 43
	26 40
	26 37
	26 34
	26 30
	24 26
	22 23
	20 20
	19 17
	16 13
	13 10
	11 7
	9 4
	7 1
	7 0
.PEN_UP
.PEN_DOWN
	62 78
	61 74
	61 71
	61 68
	61 64
	61 59
	61 56
	60 53
	59 50
	57 46
	55 42
	54 39
	52 36
	50 33
	47 31
	44 29
	41 26
	38 24
	35 22
	32 20
	30 17
	29 14
	26 13
	23 12
	21 15
	21 18
	21 21
	21 24
	24 25
	27 28
	30 29
	33 29
	36 28
	39 26
	42 24
	45 23
	48 19
	51 16
	54 15
	57 14
	60 14
	63 14
	66 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	14 44
	9 46
	8 49
	7 52
	8 55
	11 56
	14 58
	17 60
	21 60
	24 60
	27 60
	30 58
	30 55
	30 52
	29 48
	27 42
	24 39
	23 36
	23 32
	20 28
	19 25
	18 21
	17 18
	15 15
	15 12
	13 9
	13 6
	10 4
	10 1
	12 4
	13 7
	14 10
	16 13
	18 16
	20 20
	22 23
	24 26
	27 27
	30 31
	33 34
	35 37
	37 40
	41 42
	43 45
	46 46
	49 45
	51 42
	50 39
	48 36
	48 33
	45 29
	44 26
	43 23
	42 18
	40 15
	39 12
	37 9
	35 6
	36 9
	38 12
	40 15
	42 18
	43 21
	46 25
	49 28
	50 31
	52 34
	55 37
	58 40
	61 41
	62 38
	62 35
	61 31
	61 27
	60 23
	59 20
	59 16
	59 13
	61 10
	62 7
	65 6
	68 5
	71 4
	74 0
	76 0
.PEN_UP
.PEN_DOWN
	13 37
	11 40
	13 43
	16 46
	20 49
	23 52
	27 54
	30 56
	33 57
	36 57
	39 57
	39 54
	39 51
	37 48
	36 45
	34 41
	33 38
	32 35
	29 31
	28 26
	26 22
	25 18
	24 14
	23 11
	22 7
	20 4
	21 7
	24 9
	25 12
	26 15
	30 19
	32 22
	35 26
	37 29
	41 33
	44 36
	48 40
	52 44
	55 45
	55 42
	55 39
	54 36
	53 33
	53 30
	53 27
	52 24
	51 21
	51 18
	50 13
	50 10
	50 7
	51 3
	54 0
	57 0
	60 0
	64 1
	68 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 59
	45 56
	42 53
	41 49
	40 45
	38 41
	37 37
	34 33
	33 28
	33 25
	30 21
	30 16
	28 12
	28 9
	27 6
	26 3
	25 0
	26 3
	27 6
	28 9
	29 12
	31 15
	32 19
	34 22
	37 26
	39 30
	40 33
	43 37
	45 41
	46 45
	49 48
	50 51
	53 54
	56 55
	58 52
	61 50
	62 47
	62 43
	61 40
	60 37
	60 33
	58 29
	55 26
	52 24
	49 24
	46 23
	43 23
	40 22
	37 23
	34 25
	34 23
.PEN_UP
.PEN_DOWN
	38 2
	41 0
	44 0
	48 0
	51 2
	54 4
	58 6
	62 8
	64 11
	67 15
	69 18
	71 22
	71 26
	72 30
	72 33
	72 37
	72 42
	71 46
	70 49
	69 52
	66 53
	65 57
	62 59
	60 62
	57 65
	54 66
	50 67
	47 67
	44 66
	41 65
	38 62
	34 59
	31 55
	29 52
	28 49
	27 46
	26 42
	25 38
	24 35
	23 31
	23 28
	23 25
	23 22
	25 19
	27 15
	30 13
	34 11
	36 8
	39 8
	42 7
	44 4
	47 4
	50 4
	53 3
	56 3
	59 3
	62 4
	63 8
	63 11
	64 14
	64 17
	65 20
	65 23
	63 26
	60 26
	56 25
	53 23
	51 20
	50 17
	52 14
	55 12
	57 9
	60 7
	63 7
	66 5
	69 4
	73 3
	76 3
	79 3
	82 4
	85 4
	88 4
	91 3
.PEN_UP
.PEN_DOWN
	45 57
	43 54
	42 49
	40 43
	40 40
	38 37
	38 32
	36 29
	36 26
	35 23
	34 20
	33 17
	31 13
	30 10
	28 6
	26 3
	25 0
	27 3
	29 7
	30 10
	33 13
	34 16
	36 20
	39 23
	39 26
	42 29
	43 32
	44 35
	48 39
	48 42
	51 47
	54 51
	57 54
	61 56
	64 58
	67 60
	70 61
	73 61
	76 61
	79 61
	80 58
	79 55
	78 52
	77 48
	74 44
	72 41
	69 39
	66 37
	63 37
	60 36
	57 35
	54 35
	51 34
	48 33
	51 35
	54 32
	57 30
	59 27
	62 24
	65 20
	67 17
	69 13
	73 9
	76 7
	79 7
	82 6
	85 4
	87 5
.PEN_UP
.PEN_DOWN
	20 10
	24 11
	27 12
	30 13
	33 14
	36 16
	41 20
	44 23
	46 26
	50 28
	50 31
	52 34
	54 37
	55 41
	58 42
	58 45
	59 48
	60 51
	61 54
	61 57
	60 60
	60 63
	58 66
	55 70
	53 73
	50 73
	47 71
	44 70
	42 67
	40 64
	39 61
	38 58
	38 55
	38 52
	38 49
	38 46
	38 43
	38 40
	38 37
	38 34
	38 31
	38 28
	38 25
	38 22
	38 19
	38 16
	38 13
	38 10
	36 7
	35 4
	32 2
	29 0
	26 2
	23 6
	22 9
	22 12
	24 15
	24 18
	27 19
	31 19
	34 18
	37 16
	41 14
	44 12
	45 9
	48 6
	51 6
	54 4
	57 4
	60 4
	63 4
	66 4
	69 5
	73 5
.PEN_UP
.PEN_DOWN
	37 54
	40 54
	43 52
	46 52
	49 52
	51 55
	54 56
	57 58
	60 59
	63 61
	63 64
	64 67
	65 70
	64 67
	63 64
	63 60
	63 56
	63 53
	63 50
	63 46
	63 42
	63 39
	62 36
	62 33
	62 30
	62 27
	62 24
	62 21
	61 18
	61 14
	60 11
	60 8
	60 5
	58 2
	55 0
	52 0
	49 2
	47 5
.PEN_UP
.PEN_DOWN
	16 38
	19 41
	21 44
	24 45
	28 50
	31 52
	34 54
	37 57
	42 60
	45 61
	45 58
	43 54
	43 51
	42 48
	41 45
	39 42
	38 39
	37 35
	36 32
	35 29
	34 26
	34 23
	33 20
	31 17
	30 14
	29 11
	29 8
	29 5
	32 3
	35 2
	39 4
	42 7
	45 8
	47 11
	49 14
	52 17
	52 20
	54 23
	55 26
	58 30
	59 34
	61 37
	62 40
	63 43
	64 46
	65 49
	66 52
	69 56
	67 53
	65 50
	64 47
	62 44
	60 40
	59 37
	58 33
	58 30
	58 27
	56 23
	55 19
	55 16
	55 13
	55 10
	56 6
	58 3
	61 2
	64 0
	67 0
	70 2
	74 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	6 62
	9 62
	12 62
	15 62
	20 63
	23 64
	26 66
	29 67
	34 68
	37 69
	40 66
	41 63
	41 60
	41 57
	41 54
	41 51
	40 48
	40 45
	40 41
	40 38
	39 33
	39 30
	38 27
	37 24
	36 20
	36 17
	36 14
	36 11
	38 8
	38 5
	41 3
	44 1
	48 0
	51 2
	54 4
	56 7
	59 8
	59 11
	62 14
	65 16
	64 17
.PEN_UP
.PEN_DOWN
	61 67
	60 64
	57 61
	55 58
	52 57
	51 54
	49 51
	46 49
	43 46
	40 42
	37 41
	34 39
	31 36
	28 33
	25 30
	22 28
	19 26
	16 23
	14 20
	11 18
	9 15
	10 14
.PEN_UP
.PEN_DOWN
	25 61
	26 64
	27 67
	28 71
	28 74
	29 77
	30 80
	32 86
	33 89
	35 92
	36 96
	39 100
	42 104
	45 107
	48 109
	51 111
	54 111
	57 109
	59 106
	59 103
	60 100
	60 95
	58 92
	57 88
	57 85
	55 81
	54 78
	54 75
	54 72
	54 69
	54 66
	54 63
	55 60
	56 57
	59 55
	62 55
	65 58
	68 62
	69 65
	71 69
	72 72
	73 75
	74 78
	76 82
	78 86
	78 90
	78 94
	78 98
	78 101
	78 104
	75 103
	74 100
	73 96
	73 93
	72 89
	72 82
	71 77
	71 72
	71 69
	71 64
	69 61
	69 57
	68 52
	68 49
	68 46
	67 43
	66 38
	65 33
	63 28
	60 22
	59 18
	58 15
	57 12
	57 9
	57 6
	54 4
	51 1
	48 0
	45 3
	43 6
	41 9
	38 10
	34 13
	32 16
	33 19
	36 21
	39 23
	43 24
	46 25
	49 28
	53 29
	57 30
	62 32
	66 33
	69 34
	72 35
	76 36
	79 37
	82 38
	85 40
	88 41
	91 42
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
