


.DATE		Aug. 92
.STYLE		MIXED
.WRITER_ID	jhkim
	243 29
	244 32
	245 35
	247 39
	247 42
	245 39
	245 36
	244 33
	244 29
	243 26
	243 19
	243 16
	243 13
	243 9
	243 5
	243 2
	246 0
	250 1
	253 2
	256 4
	259 5
	262 7
	265 9
	266 13
	267 16
	267 19
	267 22
	266 26
	262 27
	259 25
	256 24
	253 21
	253 18
	251 15
	251 11
	251 8
	254 4
	257 3
	260 1
	263 0
	267 0
	270 0
	274 1
	277 2
	279 5
	281 5
.PEN_UP
.PEN_DOWN
	294 21
	291 23
	288 23
	285 23
	281 21
	278 18
	275 15
	274 10
	274 7
	277 5
	281 5
	284 6
	287 9
	288 13
	288 16
	289 19
	290 22
	290 19
	290 16
	290 13
	290 9
	293 7
	296 6
	299 8
	302 11
	302 15
	303 19
	303 23
	304 26
	307 25
	310 24
	311 21
	314 19
	315 16
	314 13
	313 10
	314 7
	317 5
	320 5
	322 8
	324 12
	326 16
	327 19
	329 23
	331 26
	332 29
	332 26
	334 23
	336 20
	340 19
	343 20
	346 22
	349 23
	351 26
	348 24
	346 21
	344 17
	342 13
	341 10
	341 7
	341 4
	344 4
	347 6
	350 8
	352 11
	355 15
	356 18
	357 21
	357 24
	357 27
	354 29
	351 27
	350 23
	350 20
	351 17
	354 18
	357 19
	359 23
	361 26
	364 27
	367 26
	368 23
	368 20
	368 17
	367 14
	367 11
	367 8
	368 5
	371 3
	375 2
	379 2
	382 2
	386 2
.PEN_UP
.PEN_DOWN
	211 19
	214 20
	217 22
	220 24
	223 26
	226 27
	229 28
	235 33
	235 36
	238 39
	239 42
	241 46
	241 50
	242 53
	242 56
	239 54
	239 51
	237 48
	237 45
	236 42
	235 37
	234 32
	234 29
	233 26
	233 23
	233 20
	232 17
	232 14
	235 12
	238 11
	241 15
	245 18
	249 21
	252 24
	253 28
	256 31
	258 35
	260 39
	261 45
	264 47
	265 50
	265 53
	266 56
	265 52
	263 49
	262 46
	260 41
	260 38
	260 35
	259 28
	259 25
	257 22
	257 17
	256 14
	256 11
	256 8
	257 11
	260 15
	264 18
	267 21
	272 24
	276 28
	276 25
	276 21
	277 18
	277 15
	277 12
	278 9
	282 8
	286 8
	289 9
	292 10
	295 12
	299 15
	302 18
	302 21
	302 24
	302 28
	302 31
	299 34
	296 32
	294 29
	293 25
	293 21
	292 17
	292 14
	292 11
	294 7
	297 5
	300 4
	303 6
	307 7
	311 9
	315 14
	316 17
	318 21
	320 24
	323 25
	325 22
	324 19
	323 16
	323 13
	322 9
	321 6
	321 3
	321 0
	323 3
	326 6
	327 9
	330 11
	333 14
	336 18
	339 20
	343 22
	341 19
	340 16
	340 13
	341 9
	346 8
	350 8
	356 9
	359 9
	363 11
	368 11
.PEN_UP
.PEN_DOWN
	212 41
	218 41
	221 41
	225 40
	228 40
	231 40
	235 41
	238 42
	241 42
	246 43
	249 43
	253 43
	255 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	236 44
	236 47
	236 50
	236 53
	234 56
	234 59
	231 60
	229 57
	227 54
	225 51
	224 48
	222 45
	222 41
	221 38
	221 35
	222 32
	225 30
	228 30
	231 32
	233 36
	235 39
	237 42
	239 45
	239 48
	241 51
	242 48
	242 45
	242 42
	242 39
	242 36
	245 35
	248 37
	250 40
	252 43
	254 46
	255 50
	257 53
	259 56
	261 59
	262 62
	261 59
	260 56
	259 52
	258 49
	258 46
	256 43
	256 40
	254 37
	254 34
	254 30
	253 27
	253 24
	253 21
	253 18
	253 15
	252 12
	252 9
	252 6
	251 3
	250 0
	250 3
	250 6
	250 9
	250 12
	250 15
	250 20
	250 23
	251 27
	252 30
	252 33
	253 36
	254 40
	256 43
	258 46
	261 48
	264 51
	267 53
	270 53
	271 49
	271 46
	269 43
	268 40
	268 37
	271 35
	274 37
	277 40
	280 42
	281 46
	283 49
	284 52
	285 55
	287 59
	287 62
	287 59
	285 56
	284 53
	284 50
	283 47
	283 44
	282 40
	281 36
	280 32
	280 29
	280 26
	279 23
	279 18
	278 15
	278 12
	278 9
	278 6
	278 3
	277 6
	277 9
	276 13
	276 16
	276 19
	277 23
	278 27
	279 30
	281 35
	281 38
	282 42
	284 45
	286 48
	288 52
	289 55
	292 56
	295 58
	296 55
	297 52
	296 49
	296 46
	295 43
	295 40
	295 37
	298 34
	301 34
	304 35
	307 38
	310 38
	312 41
	314 44
	315 47
	316 50
	316 53
	314 56
	311 56
	308 55
	305 53
	304 50
	302 47
	301 44
	301 41
	301 38
	303 35
	306 34
	309 35
	312 36
	315 37
	318 39
	320 42
	323 44
	323 47
	325 50
	326 53
	328 56
	329 59
	332 60
	334 57
	334 54
	334 51
	334 48
	332 45
	332 42
	331 39
	330 36
	329 33
	328 30
	329 33
	330 36
	331 39
	332 42
	334 45
	336 49
	338 52
	340 55
	342 58
	345 59
	347 56
	347 53
	346 50
	345 47
	344 44
	343 41
	343 38
	342 35
	345 33
	348 34
	350 37
	353 40
	356 44
	358 47
	360 50
	363 53
	366 55
	368 58
	371 59
	374 59
	377 59
	380 58
	376 58
	372 56
	369 53
	368 50
	366 47
	363 44
	363 41
	363 37
	366 36
	369 38
	372 41
	375 44
	378 47
	379 50
	382 53
	382 56
	383 59
	386 61
	386 64
	387 67
	389 70
	390 73
	391 76
	393 79
	393 82
	394 85
	394 88
	394 85
	392 82
	391 79
	389 75
	386 70
	383 66
	382 63
	381 60
	381 57
	380 54
	379 51
	378 48
	378 45
	377 42
	378 39
	381 39
	384 38
	387 39
	390 41
	391 44
	393 47
	395 50
	396 53
	398 56
	400 59
	403 60
	405 57
	405 54
	407 51
	409 48
	410 45
	411 42
	413 39
	416 38
	419 38
	422 38
	425 40
	427 43
	431 46
	433 49
	434 52
	436 55
	438 58
	441 57
	442 54
	443 51
	445 48
	448 45
	451 43
	454 41
	457 40
	460 40
	462 43
	465 44
	467 47
	468 50
	470 53
	472 56
	473 59
	475 62
	475 59
.PEN_UP
.PEN_DOWN
	407 83
	409 80
	412 79
	413 78
.PEN_UP
.PEN_DOWN
	456 66
	455 63
	452 60
	449 57
	447 54
	444 51
	442 48
	440 44
	438 41
	435 40
	433 37
	433 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	200 46
	201 50
	202 53
	202 56
	202 59
	198 61
	195 59
	192 56
	190 52
	187 51
	187 48
	185 44
	185 41
	185 38
	185 35
	185 32
	189 31
	192 32
	195 34
	198 38
	201 41
	203 44
	204 47
	206 50
	207 53
	209 56
	206 54
	205 51
	204 48
	204 45
	204 42
	205 39
	208 38
	211 38
	214 39
	217 41
	220 44
	223 47
	225 50
	229 54
	232 56
	234 59
	236 62
	239 62
	242 63
	245 64
	241 64
	238 63
	235 61
	233 58
	232 55
	230 52
	228 49
	228 46
	228 43
	228 40
	231 38
	234 38
	237 42
	240 44
	243 46
	244 49
	246 52
	247 55
	250 59
	251 62
	252 65
	253 68
	254 72
	257 74
	258 78
	260 81
	261 84
	262 87
	263 90
	262 87
	259 85
	257 82
	255 79
	253 76
	250 73
	248 70
	247 67
	246 64
	244 61
	243 58
	242 55
	242 52
	242 48
	243 45
	243 42
	244 39
	248 37
	251 39
	254 41
	257 44
	260 46
	263 49
	265 52
	267 55
	269 59
	271 62
	271 65
	272 68
	270 65
	269 62
	268 59
	267 56
	265 53
	265 50
	264 47
	264 44
	263 41
	263 37
	262 33
	260 29
	259 25
	259 21
	257 18
	256 14
	256 11
	255 8
	254 4
	253 1
	250 0
	247 2
	245 5
	244 8
	243 11
	243 14
	243 17
	244 20
	245 24
	247 27
	250 30
	252 33
	255 36
	259 39
	263 42
	266 45
	269 47
	271 50
	274 51
	277 54
	280 58
	283 59
	287 62
	290 64
	295 65
	298 67
	298 64
	295 63
	292 62
	289 60
	286 57
	283 54
	281 51
	280 48
	280 45
	280 42
	280 39
	283 39
	286 40
	289 41
	291 44
	294 47
	296 50
	298 53
	301 56
	302 59
	302 62
	301 59
	302 56
	301 53
	301 50
	301 47
	301 44
	302 41
	305 42
	308 44
	311 48
	312 51
	315 52
	318 55
	321 56
	324 58
	327 58
	331 58
	334 58
	330 59
	327 57
	323 55
	320 52
	318 49
	317 46
	316 42
	316 39
	319 37
	323 35
	326 33
	329 33
	332 34
	336 36
	339 37
	342 38
	346 40
	348 43
	348 46
	350 49
	350 52
	352 56
	353 59
	350 61
	347 59
	345 56
	345 53
	344 49
	342 46
	342 43
	342 40
	342 37
	345 36
	348 35
	351 36
	354 37
	356 40
	358 43
	360 46
	361 49
	363 52
	366 55
	368 58
	371 60
	371 57
	372 54
	372 51
	372 48
	371 45
	370 42
	369 39
	368 36
	368 39
	369 42
	371 45
	373 48
	374 51
	376 54
	379 56
	381 59
	384 60
	387 61
	389 58
	389 54
	387 51
	387 48
	385 45
	384 42
	387 40
	390 41
	393 42
	396 45
	399 48
	402 51
	405 54
	407 58
	411 60
	411 63
	413 66
	413 70
	414 73
	416 77
	418 80
	415 78
	414 75
	412 72
	410 69
	409 66
	408 63
	408 60
	407 57
	407 54
	407 51
	407 48
	407 45
	410 43
	412 40
	415 39
	419 39
	423 39
	428 39
	432 39
	436 40
.PEN_UP
.PEN_DOWN
	273 86
	276 83
	277 80
	280 79
	280 78
.PEN_UP
.PEN_DOWN
	390 68
	394 67
	400 65
	404 65
	407 65
	410 65
	414 64
	418 64
	421 64
	425 64
	428 64
	429 63
.PEN_UP
.PEN_DOWN
	242 42
	242 45
	243 48
	243 51
	243 54
	242 57
	239 57
	236 54
	233 52
	232 48
	229 46
	229 43
	228 39
	228 36
	229 33
	232 31
	235 33
	238 35
	239 38
	242 39
	244 42
	247 44
	248 47
	250 50
	251 53
	250 50
	249 47
	249 43
	247 39
	246 36
	245 33
	245 29
	243 25
	242 22
	241 19
	241 15
	240 12
	240 9
	239 6
	239 3
	239 0
	242 0
	245 1
	247 4
	250 8
	252 11
	255 14
	256 17
	258 20
	258 23
	258 26
	258 29
	255 31
	252 31
	249 32
	249 35
	252 36
	255 37
	258 39
	260 42
	262 45
	265 49
	266 52
	269 52
	272 51
	272 48
	270 45
	269 42
	269 39
	268 35
	268 32
	271 32
	274 33
	277 36
	280 39
	283 41
	284 44
	286 47
	287 50
	287 53
	287 56
	286 53
	286 50
	284 47
	284 44
	284 41
	284 38
	284 35
	286 32
	289 32
	292 32
	295 33
	297 36
	301 38
	301 41
	304 42
	307 45
	307 48
	308 51
	311 54
	312 57
	313 60
	312 57
	311 54
	310 51
	309 48
	309 45
	309 42
	308 39
	311 37
	314 35
	317 35
	320 35
	323 36
	326 37
	329 37
	332 39
	335 41
	338 43
	339 46
	340 49
	340 52
	339 55
	336 57
	333 56
	330 55
	329 52
	328 49
	328 46
	328 43
	328 40
	329 36
	331 33
	334 33
	337 33
	341 35
	344 36
	348 39
	350 42
	353 46
	354 49
	357 51
	363 56
	363 59
	365 62
	366 65
	367 68
	368 71
	368 74
	369 77
	369 74
	367 71
	364 66
	363 63
	362 60
	362 57
	361 52
	361 49
	360 46
	360 43
	359 39
	360 36
	363 33
	366 33
	369 33
	372 33
	375 33
	378 34
	380 33
.PEN_UP
.PEN_DOWN
	284 78
	286 81
	289 81
	292 79
	295 79
	299 76
.PEN_UP
.PEN_DOWN
	345 66
	348 66
	351 67
	355 67
	358 67
	362 67
	366 67
	369 68
	372 68
	375 68
	378 67
	380 67
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
