


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	134 33
	133 38
	131 41
	128 44
	124 45
	119 45
	116 45
	113 44
	109 42
	108 39
	108 36
	109 33
	110 33
.PEN_UP
.PEN_DOWN
	145 35
	142 33
	140 30
	138 27
	137 24
	136 20
	136 15
	136 10
	137 7
	139 4
	142 1
	145 0
	149 0
	152 0
	155 1
	160 3
	163 5
	166 7
	171 11
	173 14
	175 17
	177 20
	180 26
	181 29
	182 32
	182 35
	182 39
	180 43
	177 44
	171 46
	168 46
	165 46
	160 46
	157 45
	153 44
	150 43
	147 42
	147 41
.PEN_UP
