


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	207 22
	210 22
	214 19
	218 17
	221 14
	224 12
	228 11
	234 10
	237 10
	241 11
	244 11
	246 12
.PEN_UP
.PEN_DOWN
	288 73
	287 69
	284 63
	283 58
	281 55
	280 52
	278 47
	277 44
	276 41
	274 38
	272 33
	270 28
	268 23
	265 19
	262 16
	259 12
	256 10
	252 6
	249 3
	246 5
	246 8
	247 11
	248 14
	249 17
	251 20
	254 22
	257 23
	260 23
	265 19
	268 16
	271 13
	274 11
	278 9
	283 7
	287 6
	290 6
	293 6
	297 6
	300 6
	305 6
	308 6
	311 6
	313 6
.PEN_UP
.PEN_DOWN
	39 4
	42 7
	45 9
	49 12
	52 14
	55 18
	59 22
	63 26
	67 31
	70 37
	72 40
	73 43
	75 46
	76 49
	78 54
	79 57
	81 61
	82 64
	82 67
	81 70
	80 73
	78 76
	75 78
	72 79
	69 79
	66 77
	65 74
	65 70
	65 66
	65 60
	66 56
	68 53
	69 50
	72 47
	75 43
	78 40
	80 37
	82 34
	83 31
	84 27
	84 23
	83 20
	83 16
	82 13
	81 9
	80 5
	77 1
	74 0
	71 0
	67 3
	64 6
	61 8
	58 10
	55 12
	53 15
	50 19
	50 22
	50 25
	53 26
	55 23
	58 20
	60 17
	63 15
	66 15
.PEN_UP
.PEN_DOWN
	140 61
	139 64
	138 67
	134 70
	131 71
	128 71
	124 71
	120 71
	117 70
	113 68
	110 66
	107 63
	105 60
	104 57
	103 54
	102 51
	101 47
	100 44
	99 40
	98 33
	98 29
	98 26
	98 22
	100 17
	102 14
	105 11
	112 11
	116 11
	119 12
	123 14
	128 17
	132 21
	136 25
	139 31
	140 34
	142 37
	143 41
	144 44
	145 47
	146 51
	146 54
	146 59
	146 62
	145 65
	144 68
	141 70
	138 71
	135 71
	132 69
	130 66
	131 62
	132 59
	135 56
	138 54
	142 53
	145 53
	148 53
	151 54
	152 55
.PEN_UP
.PEN_DOWN
	169 70
	173 70
	176 70
	180 69
	183 67
	185 64
	185 61
	184 56
	183 53
	181 50
	177 43
	175 40
	172 36
	169 33
	166 29
	161 24
	159 21
	156 17
	154 14
	155 17
	159 24
	161 29
	163 33
	167 38
	169 41
	174 46
	178 51
	181 53
	186 58
	191 62
	195 65
	199 68
	202 70
	206 72
	207 69
	207 66
	206 61
	202 54
	201 51
	199 48
	197 45
	195 42
	194 39
	192 36
	188 31
	184 26
	181 20
	178 17
	176 14
	175 17
	176 20
	178 23
	181 26
	184 30
	188 34
	193 39
	198 44
	200 47
	203 50
	205 53
	208 56
	211 59
	215 63
	218 66
	221 69
	224 70
	227 70
	228 67
	228 63
	227 60
	225 56
	222 48
	219 43
	217 40
	216 37
	215 34
	213 31
	213 28
	212 23
	212 19
	213 15
	215 12
	219 10
	222 10
	225 11
	230 15
.PEN_UP
.PEN_DOWN
	278 66
	276 69
	273 72
	270 73
	267 75
	264 75
	260 75
	257 73
	253 70
	251 66
	249 61
	248 58
	247 55
	247 50
	247 45
	248 41
	250 38
	253 36
	257 35
	261 35
	265 36
	268 37
	270 40
	267 41
	264 42
	261 42
	257 42
	254 42
	250 39
	248 36
	245 31
	243 27
	241 23
	241 19
	241 15
	243 11
	245 8
	247 5
	251 3
	255 2
	260 2
	264 3
	267 4
	271 6
	274 7
	278 9
	280 10
.PEN_UP
.PEN_DOWN
	32 66
	34 69
	37 72
	40 76
	43 78
	46 81
	49 81
	52 81
	54 78
	57 75
	60 74
	64 73
	68 73
	72 74
	76 75
	79 77
	82 79
	85 81
	88 84
	88 87
	85 86
	82 83
	81 80
	80 77
	79 73
	78 68
	77 63
	76 58
	75 55
	75 52
	74 49
	74 46
	74 42
	73 39
	72 33
	71 30
	69 25
	66 21
	64 17
	60 14
	57 11
	54 10
	51 8
	48 8
	45 8
	42 9
	38 12
	34 18
.PEN_UP
.PEN_DOWN
	146 47
	145 50
	145 53
	143 56
	141 60
	138 63
	135 67
	132 68
	128 69
	124 69
	121 68
	118 66
	115 65
	112 62
	109 57
	105 48
	104 44
	103 39
	103 35
	102 31
	102 27
	102 23
	102 20
	102 17
	103 13
	106 9
	109 8
	112 8
	116 10
	119 12
	122 14
	127 18
	132 23
	134 26
	136 29
	138 32
	139 35
	140 38
	141 41
	142 44
	143 47
	143 50
	144 53
	144 56
	143 53
	142 49
	142 44
	142 41
	142 37
	142 34
	142 31
	142 28
	143 25
	144 20
	146 17
	148 14
	150 11
	153 9
	156 11
.PEN_UP
.PEN_DOWN
	184 74
	187 74
	190 73
	191 70
	191 67
	190 63
	189 60
	187 54
	186 51
	184 48
	183 44
	181 41
	180 37
	178 34
	177 30
	175 27
	173 24
	171 21
	168 16
	165 11
	162 8
	160 5
	162 9
	164 12
	166 15
.PEN_UP
.PEN_DOWN
	221 80
	224 77
	224 73
	224 70
	223 66
	222 63
	219 58
	215 53
	209 45
	206 41
	202 37
	199 35
	197 32
	194 31
	190 29
	187 29
	184 30
	181 33
	181 36
	181 39
	183 42
	186 44
	189 46
	192 48
	195 48
	198 45
	198 42
	198 39
	198 36
	197 33
	197 30
	197 26
	198 23
	198 20
	199 17
	200 14
	201 11
	203 8
	205 5
	208 3
	212 0
	215 0
	218 3
	220 6
	221 8
.PEN_UP
.PEN_DOWN
	281 56
	281 59
	280 62
	279 65
	277 68
	274 73
	271 76
	268 77
	265 78
	261 78
	258 78
	254 77
	251 75
	247 73
	244 69
	242 66
	240 62
	239 58
	239 54
	239 50
	240 46
	242 43
	245 41
	250 40
	253 40
	256 41
	259 43
	258 46
	255 48
	252 49
	248 49
	245 47
	242 46
	240 43
	237 40
	233 33
	231 28
	230 24
	230 21
	230 17
	232 14
	236 10
	240 8
	245 8
	248 8
	252 8
	255 8
	259 9
	262 10
	265 11
	271 13
	275 15
	278 18
	279 22
.PEN_UP
.PEN_DOWN
	46 63
	47 66
	49 69
	51 72
	54 74
	57 75
	60 76
	64 75
	66 72
	68 69
	70 66
	73 63
	79 59
	83 59
	87 60
	90 61
	94 63
	97 65
	100 67
	103 70
	100 71
	97 68
	95 64
	94 61
	93 58
	92 55
	91 52
	89 47
	88 43
	86 39
	85 35
	83 31
	82 27
	80 23
	79 20
	77 17
	75 14
	73 10
	70 8
	66 4
	63 2
	59 2
	56 4
	54 8
	52 11
	50 15
	49 18
	48 19
.PEN_UP
.PEN_DOWN
	122 73
	125 74
	128 74
	131 68
	131 64
	131 59
	129 54
	128 50
	127 47
	125 44
	124 41
	122 38
	119 31
	118 28
	116 25
	114 22
	112 19
	110 16
	107 12
	105 9
	103 6
	104 9
.PEN_UP
.PEN_DOWN
	171 70
	170 67
	168 64
	166 59
	164 54
	162 48
	161 45
	159 42
	158 39
	157 36
	156 33
	153 28
	152 25
	150 22
	148 18
	146 13
	144 10
	142 6
	141 3
	139 0
	140 3
	142 6
	143 9
	145 12
	147 16
	149 20
	150 24
	151 28
	152 32
	153 36
	153 39
	152 42
	151 45
	149 49
	146 52
	143 53
	140 54
	137 54
	134 53
	131 50
	130 47
	130 44
	131 40
	133 37
	136 36
	141 34
	145 34
	148 34
	153 35
	158 35
	161 36
	165 37
	169 38
.PEN_UP
.PEN_DOWN
	219 61
	218 64
	217 67
	214 71
	211 73
	208 74
	204 74
	201 74
	197 73
	193 71
	189 68
	185 64
	182 61
	178 56
	176 53
	175 50
	172 44
	170 41
	170 38
	169 35
	169 32
	169 29
	169 26
	170 22
	172 18
	175 15
	179 14
	183 14
	188 14
	192 16
	195 17
	199 20
	203 24
	206 26
	208 29
	209 32
	211 35
	213 39
	214 42
	215 45
	217 49
	218 52
	220 55
	221 60
	221 63
	217 61
	215 58
	213 54
	212 51
	210 47
	210 44
	208 38
	208 33
	208 29
	208 24
	209 20
	211 16
	214 11
	215 8
	218 6
	221 5
	224 6
	227 9
.PEN_UP
.PEN_DOWN
	240 60
	243 63
	246 65
	249 66
	252 66
	255 66
	258 66
	261 64
	261 61
	260 58
	260 55
	256 50
	252 44
	250 41
	248 38
	245 34
	244 31
	240 24
	238 21
	236 18
	234 13
	231 10
	230 7
	229 10
	231 13
	233 17
	236 20
	239 23
	242 26
	246 30
	250 34
	255 39
	257 42
	260 44
	265 50
	268 53
	271 55
	274 58
	276 61
	279 63
	283 66
	286 68
	290 70
	292 67
	291 63
	287 56
	285 51
	283 47
	282 44
	280 39
	278 34
	278 27
	278 23
	278 19
	280 15
	281 11
	283 8
	287 4
	291 2
	294 2
	297 4
.PEN_UP
.PEN_DOWN
	53 63
	54 66
	57 69
	60 72
	63 73
	66 75
	69 75
	72 75
	75 72
	78 70
	81 69
	85 69
	89 69
	93 69
	98 71
	101 73
	103 76
	103 79
	99 79
	96 77
	95 74
	93 71
	93 67
	93 64
	92 61
	92 58
	91 54
	90 50
	89 43
	88 39
	88 35
	87 32
	86 29
	85 25
	84 22
	83 19
	80 15
	78 12
	74 10
	71 8
	67 8
	64 8
	60 10
	56 12
	53 15
	52 18
	52 19
.PEN_UP
.PEN_DOWN
	120 76
	122 73
	122 70
	122 67
	121 62
	121 59
	120 56
	119 52
	118 49
	117 46
	116 43
	114 39
	113 36
	112 33
	109 27
	107 24
	106 21
	104 18
	102 14
	99 10
	98 13
	100 17
	102 20
	104 23
	105 27
	108 31
	109 34
	110 37
	111 40
	113 43
	115 48
	118 53
	121 57
	125 60
	128 64
	132 67
	136 70
	139 73
	143 75
	146 77
	149 78
	153 77
	154 73
	154 70
	153 66
	152 61
	149 54
	148 51
	145 47
	143 43
	140 39
	137 37
	132 35
	128 35
	125 35
	122 35
	119 37
	117 40
	119 43
	122 45
	125 45
	128 45
	130 42
	130 39
	131 36
	132 33
	133 30
	135 27
	136 24
	137 21
	138 18
	141 16
	144 17
	148 19
	151 21
.PEN_UP
.PEN_DOWN
	172 66
	175 69
	177 72
	181 75
	184 76
	186 73
	186 70
	186 66
	188 63
	190 60
	193 58
	198 57
	201 58
	205 59
	210 62
	213 64
	215 67
	217 70
	218 73
	215 73
	212 70
	211 67
	210 64
	210 61
	208 57
	208 54
	206 49
	205 46
	204 43
	202 40
	201 37
	199 31
	197 28
	196 25
	195 22
	194 19
	192 14
	190 10
	188 7
	185 3
	182 0
	179 0
	176 1
	173 2
	170 6
	167 10
	166 13
	166 16
	165 19
	165 25
	165 29
	169 32
	172 34
	175 35
	181 37
	184 38
	188 38
	193 39
	198 39
	202 39
	209 38
	212 38
	215 37
	220 37
	223 36
	226 35
	229 35
	232 35
	235 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 77
	60 79
	64 81
	67 83
	70 83
	72 80
	73 77
	73 73
	73 67
	72 63
	71 60
	70 55
	70 52
	69 49
	68 46
	67 43
	66 39
	65 35
	63 28
	62 25
	62 21
	62 17
	64 14
	67 12
	70 12
	73 13
	77 15
	80 17
	84 21
	87 23
	90 26
	97 34
	99 38
	101 41
	103 45
	104 49
	106 52
	107 56
	108 59
	110 64
	111 68
	112 71
	113 74
	113 77
	113 80
	110 80
	109 77
	107 74
	105 70
	105 67
	104 62
	103 59
	102 56
	102 52
	101 49
	101 46
	100 43
	100 37
	100 34
	100 29
	101 26
	104 24
	107 24
	110 26
	113 28
.PEN_UP
.PEN_DOWN
	145 81
	144 76
	143 73
	143 70
	142 66
	140 63
	140 59
	138 55
	137 51
	135 47
	133 38
	132 33
	130 29
	129 26
	128 22
	126 18
	125 15
	124 12
	122 8
	119 3
	119 0
	119 3
	119 7
	120 11
	122 15
	123 18
	124 21
	125 25
	126 28
	128 33
	130 38
	130 41
	131 44
	133 49
	135 53
	137 57
	138 60
	141 64
	143 69
	147 74
	148 77
	152 82
	156 86
	161 90
	165 91
	168 92
	171 93
	175 93
	178 91
	180 88
	181 83
	182 78
	182 75
	182 72
	181 69
	181 66
	180 62
	179 59
	177 55
	175 52
	172 49
	168 46
	164 45
	160 45
	155 45
	151 47
	148 49
	146 52
	145 57
	143 61
	143 63
.PEN_UP
.PEN_DOWN
	70 70
	73 73
	76 73
	79 71
	81 67
	81 63
	80 59
	80 56
	80 53
	78 48
	77 42
	77 39
	76 36
	75 31
	74 28
	73 23
	73 19
	73 16
	74 13
	77 13
	80 13
	83 14
	86 16
	89 18
	92 21
	95 24
	98 28
	101 32
	104 37
	106 43
	107 47
	108 50
	109 54
	110 58
	111 61
	113 65
	114 68
	116 71
	116 74
	113 74
	112 71
	111 68
	110 63
	109 59
	108 56
	108 53
	107 50
	106 47
	105 43
	105 40
	104 37
	104 34
	104 28
	106 25
	109 22
	112 21
	115 22
	118 23
	119 24
.PEN_UP
.PEN_DOWN
	134 13
	137 16
	140 19
	142 22
	147 28
	150 32
	153 37
	155 40
	156 43
	158 46
	159 49
	161 52
	162 55
	163 58
	166 64
	166 67
	168 71
	168 75
	167 78
	165 81
	162 82
	156 76
	156 73
	156 69
	157 64
	157 60
	158 56
	159 52
	160 48
	162 45
	165 42
	167 39
	169 36
	170 33
	171 28
	171 25
	170 22
	169 19
	168 16
	166 13
	165 10
	162 8
	159 8
	156 8
	153 8
	149 10
	146 13
	144 16
	141 19
	139 22
	137 25
	136 28
	139 25
	141 22
	144 19
	147 20
.PEN_UP
.PEN_DOWN
	223 56
	223 59
	221 62
	219 65
	214 67
	210 68
	207 68
	204 68
	200 67
	197 67
	191 63
	188 62
	186 59
	185 56
	185 51
	185 48
	185 45
	185 42
	186 39
	188 34
	192 30
	196 27
	201 25
	205 25
	209 25
	212 27
	213 30
	212 33
	209 33
	206 33
	203 33
	199 33
	196 32
	192 30
	190 27
	188 23
	187 19
	186 14
	186 11
	187 6
	190 3
	193 1
	197 0
	201 0
	206 0
	213 3
	216 4
	219 5
	224 8
.PEN_UP
.PEN_DOWN
	50 81
	53 82
	56 81
	59 78
	60 74
	61 70
	61 66
	60 60
	59 55
	59 52
	58 49
	57 45
	56 42
	56 39
	56 36
	55 33
	55 30
	55 22
	55 18
	56 14
	57 10
	59 6
	63 1
	66 0
	69 0
	72 0
	75 1
	80 4
	85 9
	87 12
	90 15
	92 19
	95 24
	97 29
	98 32
	100 40
	101 44
	102 48
	103 51
	104 56
	105 60
	105 63
	105 67
	105 70
	105 73
	105 76
	105 73
	105 70
	105 67
	106 64
	108 61
	111 60
	114 61
	117 62
	119 64
.PEN_UP
.PEN_DOWN
	158 67
	159 70
	159 73
	158 76
	154 79
	151 80
	148 81
	144 81
	140 80
	137 80
	134 79
	130 76
	127 73
	124 70
	122 66
	121 62
	121 58
	123 53
	126 50
	129 48
	133 47
	136 46
	139 46
	144 46
	147 47
	151 48
	155 50
	158 52
	158 55
	157 58
	154 59
	151 59
	147 58
	143 57
	139 55
	137 52
	134 49
	131 46
	129 42
	127 37
	126 33
	126 28
	126 25
	128 22
	132 19
	136 17
	139 17
	142 17
	145 17
	149 18
	152 19
	158 20
	162 22
	165 25
	168 27
	168 28
.PEN_UP
.PEN_DOWN
	185 79
	188 80
	192 80
	195 79
	198 78
	200 75
	200 72
	199 69
	198 65
	198 62
	196 57
	192 49
	191 46
	190 43
	187 38
	186 35
	184 30
	181 26
	179 21
	176 18
	177 21
	178 25
	180 28
	181 31
	182 34
	183 37
	184 40
	185 44
	186 48
	188 52
	189 56
	191 60
	192 63
	195 68
	198 73
	200 76
	203 79
	206 83
	209 86
	215 91
	218 93
	221 93
	224 93
	228 91
	229 88
	230 85
	230 81
	230 78
	229 75
	229 72
	227 68
	225 62
	223 59
	221 56
	218 53
	214 50
	210 48
	207 48
	204 48
	201 51
	200 54
	199 57
	199 60
	202 63
	205 63
	208 63
	211 59
	212 56
	213 53
	213 50
	213 47
	213 44
	214 41
	214 38
	214 35
	215 32
	215 29
	217 25
	219 22
	222 19
	226 19
	230 19
	234 19
	237 21
	240 24
.PEN_UP
.PEN_DOWN
	248 74
	250 77
	252 80
	255 83
	258 85
	261 86
	264 87
	267 87
	268 84
	268 81
	268 77
	268 73
	268 70
	270 67
	273 67
	276 67
	279 67
	285 70
	289 73
	292 76
	294 79
	291 77
	290 74
	289 70
	287 66
	285 62
	283 59
	282 56
	280 52
	279 48
	277 44
	277 41
	275 37
	274 34
	273 30
	272 27
	271 24
	269 19
	269 16
	266 11
	264 7
	261 3
	257 0
	253 0
	249 3
	247 6
	245 10
	243 14
	241 19
	241 23
	241 27
	243 30
	246 33
	250 36
	254 39
	257 41
	260 42
	263 44
	267 45
	271 45
	274 46
	278 46
	281 47
	285 47
	288 47
	292 47
	298 48
	303 49
	306 49
	309 50
	314 52
	319 56
.PEN_UP
.PEN_DOWN
	48 75
	51 77
	54 79
	58 80
	61 81
	64 81
	67 80
	70 77
	72 74
	72 70
	72 67
	71 64
	69 59
	67 55
	65 50
	63 46
	62 39
	61 35
	61 31
	61 27
	61 24
	63 21
	66 20
	70 20
	73 20
	76 20
	79 20
	82 21
	85 21
	88 23
	91 26
	94 30
	96 35
	98 40
	99 43
	101 46
	102 50
	103 53
	104 58
	105 61
	107 67
	108 70
	109 73
	108 76
	107 73
	106 67
	105 64
	104 61
	104 58
	105 55
	108 54
	111 54
	114 54
	116 57
	117 61
.PEN_UP
.PEN_DOWN
	141 42
	138 44
	136 47
	135 51
	135 55
	135 59
	135 62
	135 67
	136 71
	139 75
	142 77
	145 77
	148 77
	151 75
	152 72
	154 67
	155 64
	155 61
	155 57
	155 54
	155 51
	155 48
	154 45
	154 42
	153 36
	152 33
	151 29
	150 26
	149 22
	146 19
	145 16
	142 13
	140 10
	137 5
	132 1
	129 0
	126 0
	123 2
	121 6
	119 11
	119 14
.PEN_UP
.PEN_DOWN
	198 75
	195 75
	192 75
	189 74
	186 72
	183 70
	181 67
	178 64
	176 60
	173 53
	172 49
	172 46
	171 42
	171 39
	170 35
	170 31
	170 28
	170 24
	170 21
	170 18
	171 15
	172 11
	175 9
	178 7
	181 7
	186 7
	190 8
	193 10
	198 13
	202 16
	206 20
	209 24
	212 29
	213 32
	214 35
	215 39
	217 46
	218 49
	219 53
	219 58
	219 61
	219 64
	217 68
	214 72
	212 75
	209 78
	206 79
	205 76
	208 73
	210 70
	213 68
	218 68
	222 68
	226 69
	229 70
	230 70
.PEN_UP
.PEN_DOWN
	243 74
	242 71
	241 68
	240 64
	239 61
	239 57
	237 51
	236 47
	235 43
	234 39
	232 36
	231 33
	228 28
	227 25
	224 22
	222 19
	219 16
	216 14
	213 15
	212 18
	213 21
	216 24
	219 26
	222 27
	223 24
	225 21
	227 18
	229 15
	232 12
	235 9
	239 6
	245 4
	248 4
	253 4
	256 4
	261 5
	266 7
	269 8
	270 9
.PEN_UP
.PEN_DOWN
	296 42
	293 41
	290 41
	287 44
	285 47
	285 51
	285 54
	285 59
	286 62
	287 66
	290 69
	293 71
	297 72
	300 72
	303 72
	306 73
	309 70
	309 67
	309 64
	309 60
	309 56
	308 51
	308 48
	307 45
	306 40
	305 37
	304 34
	303 31
	302 28
	301 25
	300 22
	299 19
	296 14
	294 11
	291 7
	288 4
	285 2
	282 2
	278 2
	275 4
	272 5
	269 8
	266 12
	265 15
.PEN_UP
.PEN_DOWN
	336 70
	339 72
	342 73
	345 74
	348 74
	351 74
	354 72
	355 69
	356 66
	356 61
	355 58
	353 53
	352 50
	348 43
	346 39
	343 36
	341 32
	339 29
	337 25
	335 22
	332 18
	329 14
	326 11
	325 15
	327 18
	329 21
	332 24
	336 28
	339 32
	344 37
	349 42
	354 47
	357 49
	359 52
	362 54
	365 56
	368 58
	370 61
	376 66
	379 69
	382 70
	385 71
	385 67
	385 64
	384 61
	382 56
	379 51
	378 48
	376 45
	375 42
	373 39
	371 31
	371 27
	371 22
	373 19
	376 16
	380 13
	387 11
	390 10
	393 10
	395 11
.PEN_UP
.PEN_DOWN
	43 79
	46 81
	50 82
	54 82
	57 82
	60 81
	61 78
	61 74
	59 69
	59 66
	57 63
	56 58
	54 54
	52 46
	51 42
	49 38
	49 35
	48 31
	47 27
	47 24
	47 21
	47 18
	48 14
	51 12
	54 11
	58 11
	61 12
	66 16
	69 18
	71 21
	75 25
	78 29
	83 37
	86 42
	88 47
	90 52
	90 56
	91 61
	93 65
	93 68
	94 71
	95 75
	95 78
	95 81
	92 82
	91 78
	89 75
	89 72
	88 68
	88 61
	89 58
	92 55
	95 55
	97 57
.PEN_UP
.PEN_DOWN
	128 39
	125 39
	122 43
	119 46
	118 49
	116 53
	115 57
	114 60
	114 66
	114 69
	116 72
	118 75
	121 77
	124 78
	130 79
	133 79
	135 76
	136 72
	136 69
	136 66
	136 63
	135 55
	134 50
	133 46
	132 42
	131 38
	131 35
	130 32
	129 29
	128 26
	126 23
	124 19
	121 16
	117 14
	114 14
	111 15
	107 17
	104 20
	103 29
.PEN_UP
.PEN_DOWN
	145 12
	149 13
	152 15
	155 17
	159 20
	162 23
	166 26
	169 30
	171 33
	173 36
	174 39
	176 43
	177 47
	179 51
	180 55
	182 60
	183 64
	184 68
	185 72
	187 77
	188 81
	188 84
	187 87
	185 90
	181 94
	175 96
	171 96
	166 90
	165 86
	165 82
	165 77
	166 69
	167 64
	167 61
	168 58
	170 53
	172 49
	174 46
	177 41
	179 38
	181 35
	183 31
	184 27
	185 23
	185 19
	185 15
	185 12
	184 9
	183 5
	181 1
	177 0
	174 0
	170 2
	166 4
	163 6
	160 9
	157 13
	155 16
	154 19
	153 22
	156 22
	159 21
	162 20
	165 19
	168 18
	167 19
.PEN_UP
.PEN_DOWN
	227 40
	224 41
	221 44
	218 47
	215 53
	215 58
	215 61
	215 65
	215 68
	217 71
	218 74
	221 78
	225 80
	228 80
	231 79
	233 76
	234 72
	234 68
	234 65
	233 59
	233 56
	232 53
	231 49
	230 42
	229 38
	229 35
	228 32
	226 28
	225 25
	224 22
	222 19
	219 15
	215 12
	212 10
	209 10
	205 12
	202 15
	201 18
	200 23
	200 27
	200 34
.PEN_UP
.PEN_DOWN
	250 60
	252 63
	256 66
	259 68
	262 70
	265 71
	268 72
	271 71
	273 68
	275 65
	278 64
	284 64
	288 66
	292 68
	296 71
	299 73
	301 76
	298 77
	295 75
	293 72
	292 69
	291 66
	289 62
	288 57
	286 54
	285 51
	284 48
	282 45
	281 41
	279 38
	278 35
	277 32
	275 29
	274 26
	270 21
	269 18
	266 15
	262 13
	259 11
	256 10
	253 10
	250 10
	247 13
	247 16
	247 19
	247 24
	248 30
.PEN_UP
.PEN_DOWN
	44 68
	47 70
	51 72
	55 73
	58 74
	61 74
	64 73
	66 69
	66 65
	65 61
	65 56
	64 52
	63 48
	62 45
	61 41
	61 37
	60 30
	59 27
	59 24
	58 20
	58 16
	59 13
	62 10
	65 9
	68 11
	71 14
	76 18
	79 22
	81 25
	85 30
	88 35
	90 38
	91 41
	92 44
	93 47
	94 52
	94 55
	95 59
	96 63
	96 67
	97 70
	98 73
	96 70
	94 66
	92 59
	91 54
	91 51
	90 48
	89 44
	89 41
	88 37
	88 34
	88 31
	88 27
	88 24
	88 21
	89 18
	92 16
	97 16
	100 17
	103 18
	106 22
	109 24
	111 27
	112 30
	114 34
	116 38
	118 43
	118 46
	119 49
	121 55
	123 65
	124 68
	122 71
	122 68
	123 65
	125 62
	128 62
	132 63
	133 66
.PEN_UP
.PEN_DOWN
	185 61
	185 64
	183 67
	180 71
	176 74
	173 75
	170 76
	166 76
	162 76
	159 74
	155 72
	152 69
	149 65
	148 62
	147 59
	145 55
	144 52
	143 43
	142 39
	142 35
	142 32
	142 29
	142 26
	144 22
	147 19
	151 17
	155 17
	158 17
	161 18
	166 21
	170 23
	172 26
	175 28
	178 30
	181 35
	183 38
	186 44
	187 48
	187 51
	187 54
	188 57
	188 61
	187 64
	184 65
	183 61
	183 56
	183 53
	183 50
	183 45
	183 41
	184 38
	185 33
	187 27
	188 24
	191 21
	194 21
	195 21
.PEN_UP
.PEN_DOWN
	216 45
	213 45
	211 48
	209 51
	207 55
	207 59
	207 63
	207 68
	207 72
	208 75
	210 78
	215 81
	218 82
	221 82
	224 79
	225 75
	226 69
	226 65
	226 61
	226 57
	225 52
	225 47
	224 42
	223 37
	222 32
	221 27
	220 23
	219 19
	216 12
	215 9
	213 5
	211 1
	207 0
	202 3
	199 7
	198 10
	196 16
	196 19
	196 23
	196 25
.PEN_UP
.PEN_DOWN
	245 65
	247 68
	251 71
	255 73
	258 74
	261 74
	264 70
	266 67
	269 65
	274 64
	278 64
	283 66
	287 67
	290 70
	291 73
	289 76
	286 75
	285 72
	284 69
	282 63
	281 59
	280 56
	278 51
	277 48
	277 44
	275 41
	274 38
	273 35
	271 29
	270 26
	268 22
	266 18
	264 15
	261 12
	258 12
	255 12
	252 13
	248 16
	246 19
	244 22
	243 25
	243 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 53
	40 56
	42 60
	44 63
	47 66
	50 69
	53 72
	56 75
	60 76
	63 76
	66 77
	69 77
	73 77
	76 76
	79 74
	81 71
	82 68
	82 65
	82 62
	81 59
	80 56
	79 53
	77 50
	75 47
	72 45
	69 42
	65 41
	62 40
	59 40
	56 42
	54 45
	57 48
	60 50
	63 52
	66 52
	69 53
	72 53
	75 52
	78 49
	81 48
	83 45
	84 42
	84 39
	84 36
	83 33
	83 29
	81 26
	80 23
	79 20
	78 17
	75 15
	72 12
	69 10
	66 8
	63 7
	60 5
	57 5
	54 4
	51 4
	48 6
	45 8
	42 11
	42 14
	43 18
	45 21
	48 24
	51 25
	54 27
	58 29
	62 31
	65 32
	70 33
	73 34
	76 35
	79 35
	82 35
	87 36
	90 36
	95 37
	98 37
	101 37
.PEN_UP
.PEN_DOWN
	139 55
	138 58
	136 61
	133 64
	130 67
	127 69
	124 70
	121 71
	118 71
	115 70
	112 69
	109 66
	107 63
	105 60
	103 55
	102 51
	101 47
	101 44
	104 41
	107 39
	111 39
	115 39
	119 39
	122 40
	125 42
	128 44
	125 46
	122 46
	119 46
	116 46
	113 44
	110 43
	107 41
	104 37
	102 34
	100 30
	99 26
	98 22
	98 19
	99 14
	99 11
	102 8
	105 7
	110 7
	115 7
	120 9
	123 10
	126 11
	129 12
	133 14
	137 16
	140 19
	142 22
.PEN_UP
.PEN_DOWN
	157 60
	161 63
	166 67
	169 67
	171 64
	170 59
	169 55
	167 50
	167 47
	166 44
