


.DATE		Aug. 92
.STYLE		PRINTED
.WRITER_ID	scoh
	127 71
	130 75
	132 80
	133 83
	133 86
	133 89
	131 92
	128 90
	125 88
	123 85
	120 82
	119 78
	116 75
	115 69
	114 66
	114 62
	114 59
	114 56
	113 52
	113 49
	112 44
	112 41
	112 37
	112 34
	113 31
	116 29
	119 30
	122 31
	127 34
	130 37
	133 39
	136 43
	140 47
	142 50
	144 54
	146 58
	148 64
	151 67
	154 72
	155 75
	158 81
	161 84
	161 87
	161 90
	161 93
	158 94
	154 93
	152 90
	148 85
	146 80
	144 76
	144 73
	140 68
	140 65
	139 62
	138 59
	138 52
	138 47
	137 44
	137 41
	139 38
	142 35
	145 35
	148 35
	151 35
.PEN_UP
.PEN_DOWN
	96 75
	96 72
	96 69
	97 66
	98 64
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 9
	37 10
	39 14
	42 19
	46 23
	48 27
	51 29
	52 32
	56 37
	57 40
	59 43
	62 48
	65 53
	68 55
	69 58
	71 62
	73 65
	70 62
	70 59
	68 56
	68 52
	66 48
	65 45
	65 41
	64 38
	64 35
	63 31
	63 27
	63 24
	63 21
	64 18
	67 15
	70 14
	73 13
	77 13
	82 14
	86 15
	89 15
	92 17
	95 17
	100 20
	105 23
	110 27
	113 31
	118 36
	119 39
	122 41
	124 44
	126 48
	128 51
	130 55
	132 59
	132 62
	131 65
	129 68
	126 69
	122 70
	119 69
	116 67
	113 65
	111 62
	108 60
	106 57
	104 54
	101 51
	100 47
	98 44
	95 39
	93 35
	91 31
	88 25
	85 22
	82 18
	81 15
	80 12
	78 9
	77 6
	76 2
	73 0
	75 3
	78 6
	80 9
	83 12
	87 16
	90 18
	93 20
	97 21
	101 23
	101 20
	101 17
	100 13
	101 10
	104 7
	107 4
	110 4
	114 4
	118 4
	121 7
	124 9
	125 12
	127 15
	128 18
	128 21
	128 24
	125 25
	122 25
	119 25
	116 24
	115 21
	114 18
	113 15
	113 12
	115 9
	117 6
	120 6
	124 6
	127 9
	130 10
	133 13
	136 15
	139 17
	142 19
	145 20
	148 22
	151 22
	154 21
	154 18
	153 15
	150 11
	148 8
	145 6
	148 7
	150 10
	154 13
	158 17
	161 19
	164 22
	167 23
	167 20
	167 17
	167 14
	167 11
	167 8
	167 4
	169 1
	173 0
	176 0
	179 0
.PEN_UP
.PEN_DOWN
	26 43
	31 43
	35 43
	39 44
	43 44
	49 44
	53 44
	56 44
	60 45
	63 45
	66 45
	69 45
	72 46
	75 46
	78 46
	77 44
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 3
	36 6
	38 9
	40 12
	43 17
	45 21
	49 26
	51 29
	54 32
	55 35
	57 38
	60 41
	61 44
	65 51
	69 55
	71 60
	72 63
	73 66
	75 69
	75 73
	72 73
	71 69
	69 65
	67 62
	66 58
	63 54
	62 50
	61 47
	61 43
	60 38
	60 35
	60 32
	60 29
	60 25
	59 22
	59 19
	59 16
	60 13
	63 11
	67 12
	70 13
	71 16
	74 18
	78 19
	81 22
	85 24
	87 28
	92 29
	98 32
	102 36
	105 38
	109 40
	110 43
	110 48
	113 49
	114 53
	115 56
	115 59
	115 62
	115 65
	113 68
	112 71
	111 74
	108 75
	104 74
	103 71
	100 67
	97 65
	97 62
	95 59
	94 56
	91 53
	90 50
	88 45
	86 42
	85 39
	85 36
	82 32
	79 25
	76 23
	76 19
	73 16
	71 12
	69 9
	67 6
	65 3
	63 0
	64 4
	67 7
	69 11
	72 15
	73 19
	76 21
	80 23
	81 26
	84 27
	88 30
	91 31
	94 32
	97 33
	98 30
	97 27
	96 24
	94 21
	93 18
	93 15
	94 12
	97 11
	102 12
	105 14
	109 15
	112 17
	115 18
	117 21
	120 23
	123 26
	121 23
	120 20
	119 17
	118 13
	118 10
	121 9
	126 9
	129 11
	132 13
	135 15
	137 18
	139 21
	143 24
	146 27
	147 24
	146 21
	144 18
	143 15
	141 11
	138 8
	137 5
	138 8
	141 9
	142 12
	145 13
	146 16
	150 19
	153 21
	157 22
	160 24
	163 25
	163 22
	162 19
	161 16
	161 13
	161 10
	162 7
	165 7
	168 7
	171 8
	175 10
	178 13
	182 18
	185 21
	187 24
	189 27
	192 30
	194 33
	196 36
	199 39
	202 45
	206 48
	207 51
	210 56
	212 60
	214 63
	216 67
	217 71
	218 76
	218 79
	218 82
	213 87
	210 86
	205 81
	202 78
	201 75
	199 72
	197 69
	197 66
	195 62
	194 58
	192 55
	190 50
	188 46
	187 43
	184 36
	182 31
	180 27
	178 23
	177 19
	177 16
	175 11
	174 7
	172 4
	173 7
	175 10
	177 13
	179 16
	182 19
	184 22
	187 25
	190 27
	192 30
	195 30
	198 32
	201 32
	202 29
	202 25
	198 24
	195 23
	191 21
	188 21
	191 21
	194 23
	197 23
	200 24
	203 24
	203 21
	203 18
	203 15
	203 12
	206 10
	209 9
	212 11
	214 11
.PEN_UP
.PEN_DOWN
	33 37
	36 38
	39 38
	44 38
	48 38
	51 38
	54 38
	60 39
	64 40
	67 40
	70 41
	73 42
	76 42
.PEN_UP
.PEN_DOWN
	113 37
	116 34
	117 31
	119 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 14
	33 17
	36 21
	39 24
	44 28
	45 31
	48 34
	49 37
	52 40
	56 45
	58 48
	60 54
	63 59
	64 62
	65 65
	66 69
	65 66
	64 62
	62 59
	60 55
	58 50
	57 45
	55 42
	55 37
	54 34
	53 30
	53 27
	52 23
	52 20
	53 17
	56 15
	59 15
	63 16
	67 18
	70 18
	73 20
	78 23
	83 26
	86 28
	90 30
	92 33
	96 35
	98 38
	101 41
	104 44
	106 47
	109 50
	113 58
	116 61
	118 65
	119 68
	120 71
	120 74
	116 76
	112 75
	108 73
	105 70
	99 65
	96 61
	94 58
	92 53
	90 49
	87 44
	85 39
	83 36
	80 32
	79 29
	77 26
	73 23
	70 19
	67 16
	64 12
	62 9
	60 6
	58 3
	57 0
	57 4
	60 8
	63 12
	64 15
	67 16
	69 20
	72 22
	75 25
	78 28
	82 29
	85 31
	88 31
	89 28
	90 25
	90 22
	89 19
	88 16
	89 13
	92 12
	95 10
	98 10
	101 9
	104 12
	107 14
	110 16
	114 20
	118 21
	121 24
	124 27
	127 29
	129 32
	131 35
	129 31
	126 27
	125 24
	125 21
	125 18
	127 14
	130 13
	133 13
	136 14
	140 17
	143 19
	146 21
	152 25
	156 28
	159 29
	161 32
	164 35
	169 37
	171 40
	172 43
	174 47
	172 44
	169 42
	169 39
	169 36
	168 33
	168 30
	167 27
	166 24
	164 21
	161 19
	159 16
	156 14
	152 13
	149 13
	146 13
	144 16
	147 18
	151 18
	154 16
	157 14
	160 12
	163 11
	167 11
	171 11
	174 11
	177 12
	181 12
.PEN_UP
.PEN_DOWN
	30 49
	35 49
	38 49
	41 50
	45 50
	49 51
	54 51
	57 51
	60 52
	63 52
	66 53
	68 55
.PEN_UP
.PEN_DOWN
	123 52
	124 49
	127 47
	130 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 0
	46 2
	50 6
	54 10
	55 13
	58 15
	60 19
	63 21
	66 23
	68 26
	69 29
	72 32
	73 35
	76 37
	77 40
	82 45
	88 52
	91 55
	93 58
	92 55
	90 51
	88 47
	87 44
	85 40
	83 36
	81 32
	80 28
	79 24
	78 21
	78 18
	78 15
	80 12
	83 12
	87 12
	91 13
	94 15
	97 17
	100 19
	103 21
	108 25
	112 30
	114 35
	119 38
	120 41
	125 46
	129 50
	131 53
	135 57
	137 60
	139 63
	139 66
	139 69
	139 72
	135 73
	132 72
	128 69
	125 65
	122 62
	120 58
	118 55
	116 51
	113 46
	109 39
	107 36
	105 31
	103 28
	101 24
	100 21
	98 18
	95 12
	92 9
	91 6
	89 3
	89 6
	91 9
	91 12
	94 15
	96 18
	97 21
	101 23
	106 26
	110 29
	114 33
	117 33
	120 32
	120 27
	120 23
	119 19
	119 15
	119 11
	120 8
	122 5
	125 4
	128 4
	134 4
	138 5
	141 7
	145 10
	148 14
	151 18
	152 23
	152 26
	149 27
	145 27
	141 27
	137 23
	134 20
	134 17
	134 13
	138 8
	142 6
	146 4
	149 4
	153 4
	156 5
	159 5
.PEN_UP
.PEN_DOWN
	44 39
	47 38
	50 39
	53 39
	58 40
	61 40
	67 40
	72 41
	75 41
	80 41
	84 41
	89 41
	94 41
	98 40
	102 40
	105 41
	101 42
	102 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	52 78
	49 76
	46 74
	42 70
	41 67
	38 64
	38 61
	36 58
	35 55
	34 52
	34 49
	34 46
	37 44
	40 43
	45 45
	48 47
	50 50
	53 52
	56 54
	59 56
	61 59
	65 62
	66 65
	70 69
	72 72
	74 75
	75 78
	78 80
	81 82
	84 82
	84 79
	85 76
	88 74
	89 71
	89 68
	87 65
	85 62
	83 59
	82 56
	82 53
	83 50
	86 49
	89 49
	92 49
	95 49
	98 51
	102 53
	106 55
	109 59
	112 61
	114 64
	117 66
	119 69
	123 71
	126 73
	129 75
	132 78
	129 75
	126 73
	123 71
	120 69
	118 66
	116 63
	114 60
	112 57
	111 54
	110 51
	109 48
	110 45
	113 45
	116 46
	118 49
	121 50
	123 53
	126 55
	127 58
	128 61
	131 64
	131 67
	132 70
	133 73
	133 76
	133 79
	132 76
	132 73
	131 70
	130 67
	129 64
	128 61
	128 58
	128 55
	129 52
	132 50
	135 50
	138 50
	141 52
	144 55
	145 59
	148 62
	150 65
	153 67
	156 68
	159 69
	162 70
	165 70
	168 70
	171 67
	171 64
	170 61
	170 58
	167 57
	166 54
	163 51
	162 48
	161 45
	164 47
	165 50
	168 52
	170 55
	173 58
	176 60
	179 62
	180 59
	180 56
	180 53
	180 50
	178 47
	178 44
	178 41
	176 38
	176 34
	174 30
	172 27
	171 24
	170 21
	167 19
	166 16
	164 13
	161 10
	160 7
	157 6
	154 5
	152 8
	150 11
	149 15
	149 18
	151 21
	154 23
	158 25
	162 29
	165 30
	168 32
	171 34
	174 36
	176 40
	179 41
	182 44
	185 47
	188 49
	191 51
	194 53
	198 55
	201 57
	204 58
	207 60
	210 63
	214 65
	215 62
	215 59
	215 56
	215 53
	215 50
	218 49
	221 51
	224 53
	227 55
	229 58
	232 61
	233 64
	235 67
	236 70
	239 73
	239 76
	240 79
	239 76
	238 73
	237 69
	236 66
	234 62
	233 59
	232 56
	231 53
	230 50
	229 47
	226 42
	226 38
	223 35
	222 32
	220 29
	220 26
	219 23
	217 20
	216 17
	214 13
	212 9
	209 6
	207 3
	204 1
	201 0
	200 3
	200 6
	200 9
	200 12
	200 15
	201 18
	202 21
	204 25
	207 26
	210 28
	213 30
	218 31
	222 32
	225 33
	228 34
	231 35
	234 36
	237 36
	241 38
	245 38
	245 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 50
	56 51
	59 53
	62 54
	65 56
	67 59
	70 63
	73 66
	75 69
	75 64
	74 61
	73 58
	72 53
	72 50
	70 47
	70 44
	68 40
	67 36
	64 32
	62 27
	62 24
	61 21
	58 18
	58 14
	54 12
	51 9
	49 5
	46 3
	43 0
	40 0
	38 4
	38 7
	36 10
	36 13
	37 16
	38 20
	42 26
	45 28
	48 31
	52 33
	56 35
	61 37
	66 40
	72 42
	75 44
	78 46
	83 48
	86 49
	89 52
	96 56
	100 58
	101 61
	104 62
	106 65
	105 61
	102 56
	101 53
	100 50
	99 47
	99 44
	99 41
	102 39
	106 40
	109 42
	113 46
	115 50
	119 53
	122 56
	124 59
	128 61
	129 64
	130 61
	129 57
	128 54
	126 50
	125 47
	124 44
	124 41
	127 42
	129 45
	133 48
	137 52
	138 56
	141 58
	142 61
	145 62
	147 65
	150 67
	153 68
	157 69
	159 66
	158 62
	157 59
	155 56
	154 53
	151 51
	148 48
	145 44
	143 41
	141 38
	139 35
	142 38
	143 41
	145 44
	146 47
	149 51
	153 53
	155 56
	158 58
	161 60
	165 64
	168 65
	170 62
	168 58
	168 55
	165 53
	164 50
	161 48
	159 45
	157 42
	159 46
	162 48
	165 51
	169 54
	173 56
	174 59
	178 61
	180 64
	183 64
	185 61
	184 58
	183 54
	181 51
	181 48
	181 45
	181 42
	184 41
	187 41
	191 42
	195 43
	197 46
	200 47
	204 51
	206 54
	208 57
	211 62
	214 66
	215 69
	217 73
	219 77
	221 80
	222 84
	222 87
	221 83
	219 80
	217 76
	216 72
	214 65
	212 61
	210 58
	210 53
	208 50
	205 46
	203 40
	200 34
	199 31
	198 27
	196 24
	195 20
	195 17
	192 14
	191 10
	189 7
	187 4
	186 1
	187 4
	189 7
	190 11
	192 14
	194 17
	197 20
	198 23
	200 26
	203 30
	205 34
	207 37
	209 41
	212 45
	213 48
	216 51
	219 54
	222 55
	226 56
	229 54
	229 50
	229 46
	228 42
	228 39
	229 36
	231 33
	234 32
	240 33
.PEN_UP
.PEN_DOWN
	63 85
	63 82
	64 79
	66 76
	66 74
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 2
	33 5
	36 8
	39 11
	40 15
	43 19
	46 24
	50 27
	52 31
	54 34
	57 38
	60 41
	63 47
	66 50
	67 53
	69 57
	70 60
	71 63
	72 66
	71 62
	70 59
	69 56
	68 52
	67 47
	67 44
	66 41
	65 38
	64 35
	64 32
	64 29
	64 25
	63 20
	64 17
	65 14
	66 11
	69 10
	72 10
	76 10
	79 12
	83 13
	86 15
	90 18
	95 21
	100 27
	103 32
	105 35
	108 38
	108 41
	110 44
	111 47
	113 52
	116 56
	117 60
	118 63
	118 67
	118 70
	116 73
	113 73
	109 70
	105 66
	103 63
	101 60
	99 57
	98 53
	97 50
	95 45
	94 41
	92 37
	90 33
	87 29
	85 25
	83 22
	81 19
	78 15
	75 12
	73 9
	72 6
	69 3
	67 0
	67 3
	70 6
	72 9
	73 12
	77 16
	79 19
	83 23
	86 25
	89 27
	92 29
	95 31
	95 27
	95 23
	95 20
	97 16
	100 14
	104 14
	107 14
	110 14
	113 18
	116 20
	116 23
	117 26
	114 28
	110 28
	107 27
	105 24
	105 21
	105 18
	107 15
	110 14
	114 14
	118 14
	121 15
	125 18
	128 21
.PEN_UP
.PEN_DOWN
	46 45
	50 44
	53 43
	56 42
	60 41
	64 41
	68 41
	71 41
	75 42
	78 43
	80 41
.PEN_UP
.PEN_DOWN
	49 54
	46 52
	43 50
	37 45
	34 42
	33 39
	30 35
	28 31
	27 27
	27 24
	27 21
	32 22
	35 24
	37 27
	40 27
	43 31
	45 35
	47 38
	49 41
	52 44
	54 48
	54 52
	55 56
	55 59
	53 56
	52 53
	52 49
	52 46
	52 42
	54 39
	54 36
	57 35
	60 37
	63 37
	67 40
	70 42
	74 43
	79 45
	83 48
	86 50
	88 53
	84 52
	81 49
	78 46
	75 43
	74 40
	71 37
	68 33
	67 30
	64 27
	63 24
	63 21
	66 20
	69 22
	73 27
	75 30
	78 35
	80 39
	83 41
	85 46
	87 49
	90 54
	93 59
	95 63
	96 66
	98 70
	100 73
	100 77
	101 80
	102 83
	102 86
	104 89
	103 86
	101 83
	99 79
	98 75
	97 71
	96 68
	95 64
	93 60
	92 56
	91 52
	91 48
	91 45
	90 42
	90 39
	91 36
	94 34
	97 33
	100 33
	104 35
	107 38
	110 41
	112 44
	114 47
	116 50
	118 53
	120 56
	123 56
	123 53
	122 50
	121 47
	120 44
	119 41
	118 37
	116 34
	115 31
	113 26
	112 23
	110 20
	109 17
	108 13
	105 10
	104 7
	100 4
	97 2
	94 0
	91 0
	88 2
	86 5
	84 8
	84 11
	88 14
	91 17
	95 20
	98 21
	103 24
	106 25
	109 28
	111 31
	114 34
	117 35
	120 37
	123 40
	126 40
	129 43
	132 45
	135 46
	139 47
	143 50
	146 52
	149 54
	146 52
	144 49
	141 49
	140 46
	138 43
	135 40
	134 37
	132 34
	131 31
	131 27
	134 25
	137 27
	140 31
	143 35
	143 38
	146 41
	146 44
	148 47
	148 50
	148 47
	147 44
	146 41
	146 38
	150 36
	153 38
	157 41
	160 42
	163 44
	167 47
	171 50
	175 54
	178 56
	175 55
	171 54
	168 52
	165 49
	164 46
	162 43
	161 40
	161 36
	162 33
	164 30
	168 28
	171 28
	174 28
	177 29
	180 31
	184 33
	187 37
	190 39
	193 43
	197 46
	200 50
	201 53
	202 56
	203 59
	200 61
	197 62
	194 61
	191 60
	189 57
	186 54
	185 50
	185 47
	185 44
	184 41
	184 38
	187 36
	191 37
	194 39
	197 40
	200 41
	203 44
	206 46
	209 49
	212 52
	215 55
	217 58
	219 55
	218 52
	216 49
	215 46
	214 43
	212 39
	209 39
	208 36
	205 34
	203 31
	200 29
	200 32
	203 35
	206 38
	208 41
	211 42
	213 45
	215 48
	218 49
	220 52
	223 54
	226 56
	229 59
	232 61
	235 62
	236 59
	234 56
	234 53
	233 50
	232 46
	231 43
	230 39
	229 35
	228 32
	228 29
	231 29
	234 31
	237 34
	239 37
	242 40
	244 43
	246 48
	247 52
	250 55
	251 58
	253 61
	253 64
	256 68
	258 71
	259 74
	260 77
	261 80
	262 83
	264 86
	265 90
	267 94
	267 97
	267 100
	264 98
	263 95
	261 91
	261 87
	258 82
	258 78
	256 75
	256 72
	255 68
	254 64
	254 59
	254 56
	254 52
	254 49
	254 45
	253 41
	253 38
	254 35
	255 31
	258 28
	261 27
	266 28
	268 31
	271 32
.PEN_UP
.PEN_DOWN
	240 73
	245 72
	252 72
	256 72
	260 72
	264 72
	268 72
	271 72
	274 72
	275 73
.PEN_UP
.PEN_DOWN
	112 70
	113 67
	114 64
.PEN_UP
.PEN_DOWN
	71 53
	67 53
	64 52
	61 51
	57 49
	55 46
	52 44
	49 43
	47 40
	45 37
	45 34
	48 33
	51 33
	54 35
	58 36
	62 38
	66 41
	69 44
	71 48
	72 51
	73 54
	73 51
	71 48
	70 45
	67 42
	66 39
	64 36
	62 33
	60 28
	58 24
	56 20
	55 16
	54 13
	53 9
	52 6
	51 3
	52 0
	56 2
	58 5
	61 9
	63 13
	64 17
	64 21
	64 24
	65 27
	65 30
	63 33
	63 36
	66 34
	69 34
	72 37
	75 37
	78 39
	81 40
	86 42
	89 44
	92 46
	95 48
	98 49
	102 51
	99 48
	98 45
	95 42
	92 39
	91 36
	91 33
	90 28
	91 25
	94 24
	97 24
	101 25
	105 28
	106 31
	108 34
	110 37
	112 41
	113 44
	115 47
	117 50
	119 54
	122 57
	122 54
	121 50
	119 46
	118 43
	117 39
	116 36
	116 33
	116 30
	118 27
	121 27
	124 28
	127 30
	128 33
	131 34
	133 37
	135 41
	136 45
	139 48
	140 51
	142 54
	145 56
	143 53
	141 50
	140 47
	138 44
	136 40
	135 37
	134 33
	134 30
	134 27
	137 26
	140 26
	143 28
	146 30
	148 33
	151 36
	154 38
	157 40
	160 42
	163 46
	166 48
	167 51
	170 54
	171 57
	171 60
	168 61
	165 61
	162 60
	159 59
	156 58
	155 55
	152 52
	151 49
	151 46
	151 43
	151 40
	152 36
	155 33
	159 31
	162 31
	166 31
	169 32
	173 35
	175 38
	178 41
	181 43
	184 46
	186 50
	189 52
	191 56
	193 59
	196 60
	199 63
	201 66
	203 69
	206 71
	208 74
	212 77
	215 80
	216 83
	219 86
	222 89
	223 92
	225 96
	221 95
	219 92
	218 89
	216 86
	216 82
	214 79
	213 76
	212 73
	211 69
	210 66
	209 63
	208 59
	205 52
	205 48
	205 45
	205 42
	207 38
	209 35
	212 32
	215 32
	218 32
	221 33
	224 34
	228 39
	231 43
	233 43
.PEN_UP
.PEN_DOWN
	192 77
	196 77
	199 77
	203 77
	206 77
	211 77
	216 77
	219 77
	223 77
	227 77
	231 77
	234 77
	237 77
	240 78
	241 78
.PEN_UP
.PEN_DOWN
	134 71
	135 68
	136 65
.PEN_UP
.PEN_DOWN
	40 52
	43 53
	46 53
	49 53
	52 54
	55 53
	55 50
	53 47
	52 44
	48 41
	44 40
	41 38
	44 40
	48 40
	51 38
	53 35
	54 32
	54 28
	53 24
	53 20
	51 17
	48 14
	46 10
	41 6
	37 4
	34 1
	31 1
	28 0
	25 0
	25 3
	25 7
	28 9
	28 12
	32 13
	36 16
	39 20
	45 23
	49 26
	52 27
	55 28
	59 32
	62 33
	66 35
	69 36
	75 39
	78 41
	82 43
	85 45
	81 42
	80 39
	78 36
	77 32
	76 28
	76 24
	76 21
	78 18
	81 17
	84 18
	88 21
	90 24
	92 28
	93 32
	94 37
	96 42
	96 47
	95 50
	94 53
	91 54
	87 54
	84 54
	82 50
	82 46
	83 43
	86 41
	89 40
	92 40
	95 40
	98 41
	102 41
	106 43
	110 47
	113 51
	116 52
	119 53
	119 49
	117 46
	114 43
	113 40
	112 37
	112 33
	110 29
	110 26
	113 24
	116 25
	119 26
	121 30
	124 33
	125 36
	125 39
	125 42
	125 48
	125 52
	124 55
	122 58
	119 59
	116 59
	116 56
	116 53
	116 50
	118 47
	122 45
	125 43
	128 42
	133 42
	137 42
	140 43
	144 46
	146 47
.PEN_UP
